"","Yorumlar","Sentiment","Duygu"
"1825","gunde point blank oynuyorum ondada sampiyon ligleride oluyor hariia oynuyotum aya basvurcsm",0.2,"Pozitif"
"1826","yasax kardeşim yasax👓👓",0.3,"Pozitif"
"1827","kauntır strayk<br><br>barış",0.4,"Pozitif"
"1828","vallaha konuya yerden girip yere bağladın cidden hikaye anlatıcılığının hakkını veriyorsun üstelik gayet güzel konulara değiniyorsun emeğine sağlık",0.9,"Pozitif"
"1829","abicim dünyalı olamassın imkansız içerikler devamını bekliyoruz",0.9,"Pozitif"
"1830","konu seçmissin 🙠🙠",0.1,"Pozitif"
"1831","",0,"Nötr"
"1832","korede yaşından küçük çocukların aklına babaların kimlik numarasını yazma fikri gelmiyo acaba türkiyede gençlerimiz yapardı",-0.1,"Negatif"
"1833","zaman kaybi türkiye serverinda veletler yüzünden kanser oldum",-0.8,"Negatif"
"1834","muhteşem son sonlandırmışşın muhteşem ötesi ellerine sağlık üstadım süleymanoğluna allahtan rahmet diliyorum yaşıtlarım idol adamımızdı",0.9,"Pozitif"
"1835","sonunda ağlattın",0.7,"Pozitif"
"1836","gençliğin halı internet kafelerde saatlerce oyun oynayan dünyadan bı haber hayatı oyundan ibaret insanlar la dolu nesil bize birşey katmaz",0,"Nötr"
"1838","turnuva türkiyede haber aynen şöyle olur<br>quotbilgisayar oyunu tutkunları toplandıquot yaş arası çocuklarla saçma saçma muhabbetlet ediyorlar insanlara kötü şeymiş gösteriyorlar ülkede e spor niye gelişmiyor ülkemizde e sporun değerini bilmiyorlar küçük görüyorlar gereksiz görüyorlar",-0.5,"Negatif"
"1839","tasarımlarına hasta oluyorum tüylerimi ediyosun mükkemel sin rahmet eylesin",0.7,"Pozitif"
"1840","cansın güzel anlatmışsın",0.7,"Pozitif"
"1841","muazzam son",0.9,"Pozitif"
"1842","konuş üstad konuş",0.1,"Pozitif"
"1843","olayda birinin olayı diğerinden iyi yapabileceği bahsi doğduğu anda rekabet başlar spora dönüşebilir bazen yazılımcıların yaptığı programlama yarışları olabilir bazen kim uzağa tükürür yarışması olabilir rekabet duygusuyla yapılan girişim spor müsabaka tanımlanabilir iyisi sizi sonsuza hatırlarda tutabilir cep herkülü rahmet eylesin",0.5,"Pozitif"
"1844","zamanki değerlerimizi unutmadığınız ayrıca emeğinize sağlık",0.9,"Pozitif"
"1845","reyiz sanki playerbrostan çalmışın bigi",0,"Nötr"
"1846","metin oktay",0.3,"Pozitif"
"1847","gelde beğenme",0.7,"Pozitif"
"1848","oyna senesini vermiş insanlardanım arkadaşlar yaşım gayette severek küçük görülcek tarafı gerçektende zeka refleks vb durumların araya gelmesinden oluşuyor mesela malphite ın saniye gelen uçan kafasına flash atıp dodgelamak insanın refleksine uygun 🞠",0.1,"Pozitif"
"1849","gelecegin mesleği",0.3,"Pozitif"
"1850","al aq lolcüleri basacak burayı",0,"Nötr"
"1851","oyna senesini vermiş insanlardanım arkadaşlar yaşım gayette severek küçük görülcek tarafı gerçektende zeka refleks vb durumların araya gelmesinden oluşuyor mesela malphite ın saniye gelen uçan kafasına flash atıp dodgelamak insanın refleksine uygun 🞠",0.1,"Pozitif"
"1852","başkann yaptın",0.3,"Pozitif"
"1853","bunlar e spor elektronik spor yapıcak sey sezondur ayaktayız <a",0.3,"Pozitif"
"1854","güzel",0.9,"Pozitif"
"1855","dünyayı yönetsin",0.3,"Pozitif"
"1856","lolgalpben",0.3,"Pozitif"
"1857","açıkçası sonunu süleymanoğluna bağlayacağınız aklımın ucundan zaman güzel asıl erkek arkadaşımı bilgisayar oyunlarından nasıl kurtaracağımı seviyede oynaması sıkıntı hayattan kopup telefonlarına bakmaması",0.2,"Pozitif"
"1858","çıkıp demiyorki iyiki varsın iyiki varsın",0.9,"Pozitif"
"1859","müthiş final",0.9,"Pozitif"
"1860","sondaki mesajını beğendim huzur yat",0.9,"Pozitif"
"1861","dostum değilde antrenman yapıyorum turnuvaya hazırlanıyorum",0.3,"Pozitif"
"1862","vay yaptın neydi",0.2,"Pozitif"
"1863","lol xdxdxd",0.1,"Pozitif"
"1864","uzaylı sanal oyunlar yumuşatılmış gerçekliği",0.9,"Pozitif"
"1865","mükenmel",0.3,"Pozitif"
"1866","spor belli kurallara tekniklere uyularak yapılan bedensel gelişmeye yararlı eğlenmek yarışmak amacı bulunan beden hareketlerinin tümünün ortak adı tanıma spor tanımına tam uymuyor beden hareketleri belli sürekli oturur vaziyette tam spor denemez",0.4,"Pozitif"
"1867","diss fakerın abileri",-0.1,"Negatif"
"1868","vidyonun adından anlamıştım bağlantısı olduğunu",0.2,"Pozitif"
"1869","buram buram kalite kokuyor",0.3,"Pozitif"
"1870","oyun içi gösterdiğin takım savaşın özellikle seçtiniz yoksa şansa bilmiyorum takim savaşı kendimce lol tarihinde iyi takim savaşıdır geriden gelmelerime ragmen tüm kaynaklar artı zaman alehlerine işlesede yapabilecekleri savaşı yaparak kayip vermeden kişiyi keserek oyunu döndürüyorlar mükemmelsiniz iyisiniz <b><b>",0,"Nötr"
"1871","legends dieee",0.4,"Pozitif"
"1872","yassah kardeşim yassah",0.3,"Pozitif"
"1873","sonuna izleyin",0.1,"Pozitif"
"1874","süleymanoğlunu görünce ağırlık kaldırdığı başardiği mutlu mutlu daki insanlarda başarı duygusunu tatmak başari allahın rızasını kazanarak cennete gidebilmektir",0.7,"Pozitif"
"1875","<b>k yasuo mid sal<b>",0.3,"Pozitif"
"1876","platformun has adamısın",0,"Nötr"
"1877","sanat tasarım teknolojinin güzel araya geldiği yer oyun dünyasında elbet hikaye sistemin sizin kalbinize dokunduğundan emindim hangisi olduğu konusunda tahminlerim vardı real time strategy tarzının hayranı olabileceğiniz güçlü tahminimdi sanırım tutturdum sizi geekyapar jahrein pintipanda starcraft oynarken görmek isterim eminim yayın herkesin hoşuna gidecektir",0.5,"Pozitif"
"1878","sonunda resmen iyi videolardan unutmayacağız cep herkülü 🔥🔥",0.9,"Pozitif"
"1879","yeni enfes ellerine sağlık videonu izlediğimde like butonuna şiddetli basıyorum upload hızın bol iyi çalışmalar",0.9,"Pozitif"
"1880","spor demek",0.4,"Pozitif"
"1881","zulayı unutmuşsun",0.3,"Pozitif"
"1882","quotuzaylılarquot hazırlanan videoda yan etki kısmına değinmişsin sanki paylaşmayı düşünüyordum onları soğutur videoda türk csgo takımının dünya <a olmasına değinmen lazımdı gözünden kaçmış sonla bitirmişsin bravo",0.3,"Pozitif"
"1883","kaliteli içerik",0.9,"Pozitif"
"1884","son yerde ağlattın",0,"Nötr"
"1885","biz kendimizi geliştirmeye çalışalım oyun çek oyun oynamanın insana getirisi olabilir reim çiz yaratıcı ol boş yaparken insan tereddüt eder spor demişsiniz birde sporcu bilgisayarak oyunu oynamayı spor gören beyninizi kınıyorum bize birşeyler katacak videolar çekmeye özen gösterin",0.5,"Pozitif"
"1886","<a supportlar insandir",0.4,"Pozitif"
"1887","oyun oynamak güzel olsada bazı pişmanlıklar yaşamamak şimdiden derslerinize geri dönün",0.4,"Pozitif"
"1888","spor denek sağlık demektir burda sağlığa fayda veren bişe göremiyorum yüzden",0.2,"Pozitif"
"1889","youtubeun kaliteli kanali tartisilmaz",0.9,"Pozitif"
"1890","sonunda",0.8,"Pozitif"
"1891","siz league legends tr serverını bilmezsiniz yüzden rahat tatlı tatlı anlatıyorsunuz oyuna rahatlamak eğlenmek giriyoruz anamıza avradımıza küfür yiyip çıkıyoruz oyunun yaş ortalaması civarı oyuna yılımı verdim hafta önce vize sınavları sildim an lolsüz mutluyum sinirlerim bayağı yıprandı lolde tekrar yüklemem",0.7,"Pozitif"
"1892","uğraşsanız boş spor basketbolu sollayacak futbol kafa kafaya gelecek",0.2,"Pozitif"
"1893","binlik beşik uykusu yeni yeni",0.3,"Pozitif"
"1894","yaptığın güzel diyebilirim izlerken resmen",0.1,"Pozitif"
"1895","dan tüyleri olmayan mıdır mekanın cennet rahmet eylesin",0.6,"Pozitif"
"1896","saçlarını kestirince güzel uzun saçı pek yakıştıramamıştım",0,"Nötr"
"1897","spor olabilmesi fiziksel zihinsel bütünlüğü etkinlik olması lazım yüzden spor olduğunu düşünmüyorum",0,"Nötr"
"1898","lol oynayan ergenler gelmis",0.1,"Pozitif"
"1899","bizde seninle gurur duyuyoruz bariş",0.9,"Pozitif"
"1900","leauge legends dunyanin overrated oyunudur oyunun kitlesi ölse ailesi disinda kimsenin uzulmeyecegi insanlardir",-0.4,"Negatif"
"1901","izlerken aklıma annemden gizli oynadığım online oyunlar geldi çağırıp izletesim gelmedi onun dışında naimi koyman tan dünya rekoru kırıp ülkemiz adına güreşten sonraki ikinci altın madalyayı getiren tabiki bizce anılacaktı başımız",0.7,"Pozitif"
"1902","bariş penta atti spordur",0,"Nötr"
"1903","ruhi çenet in videosundan gelip kafası karışanlar",-0.1,"Negatif"
"1904","herkülü",0.3,"Pozitif"
"1905","güzel ellerine sağlık cep herkülüne rahmet eylesin",0.9,"Pozitif"
"1906","e~sporu lol oyunundan ibaret turnuvalari zaman iyileri zevklileridir onlari izleyin",0.4,"Pozitif"
"1907","skt nin muhteşem rakan orianna kombosu 🔠🔠 neyse twitche döneyim",0.6,"Pozitif"
"1908","jahrein izlemeye gidiyom mk",0.3,"Pozitif"
"1909","yinede twitchden değerli şeyi yapıyosun bilgi veriyosun",0.5,"Pozitif"
"1910","güzel",0.9,"Pozitif"
"1911","",0,"Nötr"
"1912","başından beri takipçisiyim zamana hazırladığı kaliteli güzel bilgilendirici videosu olmalı benimde espor hoşuma gidiyor geleceğin mesleği insanlığın öğrenmesi gereken",0.7,"Pozitif"
"1913","",0,"Nötr"
"1914","play dotka drink vodka",0,"Nötr"
"1915","walla lolde tr oynaamayin sinir stres olmaz",0.3,"Pozitif"
"1916","spordur yazıkki strateji oyunlarının turnuvaları olmuyor",-0.7,"Negatif"
"1917","spordur spor rekabet icinde",0,"Nötr"
"1918","pazar gününe özcanla başlamak 🚡🚡",0.1,"Pozitif"
"1919","ağlatmayı başardın",0.3,"Pozitif"
"1920","spor yarışma sanat kabul edilebilir tıpkı tiyatro spor ortada emek hazırlanma",0.7,"Pozitif"
"1921","etkileme tamamlandi",0.8,"Pozitif"
"1922","adamın dibisin",0.3,"Pozitif"
"1923","📡",0.3,"Pozitif"
"1924","mukemmel olmus ellerinize saglik",0.9,"Pozitif"
"1925","",0,"Nötr"
"1926","legends ft against the current official audio | worlds league legends",0,"Nötr"
"1927","bildiiğim şeyleri senden güzel cümlelerle duymakda mutlu ediyor",0.9,"Pozitif"
"1928","son like 🜫",0.9,"Pozitif"
"1929","abiciğim cidden kaliteli videolar çekiyorsun",0.9,"Pozitif"
"1930","rahmet eylesin",0.3,"Pozitif"
"1931","konular arası geçişi muazzam yapıyorsunuz süleymanoğlunu burdan anıyoruz",0.9,"Pozitif"
"1932","güzel güzel içerik böylesine güzel senden başka kim akıl edebilirdi",0.9,"Pozitif"
"1933","ağlattın vesselam",0.3,"Pozitif"
"1934","adc yim suporrt sevgili arıyorum pls<br>ya awp yim midde koruçak sevgili arıyorum<br>bf heal basçak sevgilide",0.2,"Pozitif"
"1935","",0,"Nötr"
"1936","güzel insansın sonunda gözlerim doldu quotefsaneler ölmezquot",0.8,"Pozitif"
"1937","farkı",0.3,"Pozitif"
"1938","kadim ejderi yapmışlar",0.3,"Pozitif"
"1939","adamın türkiyenin byük kanalı olması lazım hala bin yaw",-0.3,"Negatif"
"1940","final müthiş 🜡",0.9,"Pozitif"
"1941","formula sporsa esporda spordur seyir zevki yüksektir değilse yaptıkları işten gösterdikleri performanstan öteye kimle yattıkları söyledikleri öne geçmiyor iyiysen eğlendiriyorsan izlettiriyorsan dinlettiriyorsan izlenirsin kötüysen toplulukta barınamazsın tutkulusu yeterli",0.4,"Pozitif"
"1942","<a an gözümün önünde bahçelinin cosplay hali geldi 🐠 güney kore cosplay neyi amaçlamak istemektedir 🐠",0.2,"Pozitif"
"1943","uzaylılar ayıp oluyor",-0.7,"Negatif"
"1944","bilgisayarı kendimiz nasıl kısıtlayabiliriz anlatabilirmisin rica etsem",0.1,"Pozitif"
"1945","heroes",0.4,"Pozitif"
"1946","türkiyede espor gelişmemiz zor oyunun ateşli kısmında annebabaabi gelip quotgit ekmek alquot diyor sizde quotabiannebaba oyun durdurulmuyor oynamam lazım herkes giquot quotkes lan git ekmek alquot",-0.2,"Negatif"
"1947","quotheroes always get remembered but you know legends diequot",0.4,"Pozitif"
"1948","an once vr teknolojisi gelissede e spor tekrar asil canlansa",0.2,"Pozitif"
"1949","videoda dota nin isminin geçmesi üzücü tabi burası türkiye bekli ti finali varmış şimdi gördüm",-0.1,"Negatif"
"1950","ejderha ejderyaaa",0.3,"Pozitif"
"1951","son sahne",0.4,"Pozitif"
"1952","son bölüm güzel harikasın",0.9,"Pozitif"
"1953","legends die🗥",0.2,"Pozitif"
"1954","yabancı ülkede filimi olucak biyografi yazılıp kitabı çıkıcak özel sporcu",0.2,"Pozitif"
"1955","",0,"Nötr"
"1956","",0.3,"Pozitif"
"1957","point blank türkiye espor azerbaycani temsil etmişdim türkiye temsil teklifi geldi artik malesef universite okuyorm",-0.7,"Negatif"
"1958","uzaylılar hoşgeldiniz",0.3,"Pozitif"
"1959","otp kata len mq",-0.1,"Negatif"
"1960","kısmında duygulanmamak elde",0.4,"Pozitif"
"1961","sonunda e sporu türkiye ye anlatan türkiye esporla tanşıyor",0.9,"Pozitif"
"1962","cs bin saatim keşke e sporcu olsaydım",0.1,"Pozitif"
"1963","spor go satranç oyun",0.5,"Pozitif"
"1964","ölür <br>bu dünyaya quotsadecequot oyun eğlence geldik hayatını oyun oynamaya adayan tüm ödülleri toplasa zamanların efsanevi gladyatörleri şimdi elde ettiler hepsi unutulmadı dünyaya inin dünyayaa",0.9,"Pozitif"
"1965","<a dndcjxk🐠🐠",0.6,"Pozitif"
"1966","tbf ye gittim zevkliydi tabiki dediğin değer görse bide iyi olurdu",0.5,"Pozitif"
"1967","<a keşke ülkedede",0.3,"Pozitif"
"1968","verilen mesajlarin etkileyiciligi diyip",0.6,"Pozitif"
"1969","güzel geçiş ruhu şad",0.9,"Pozitif"
"1970","asosyalspor",0.3,"Pozitif"
"1971","hemen gidip leauge legends oynayip feedlicem 🝥",0.7,"Pozitif"
"1972","son harikasın",0.9,"Pozitif"
"1973","legend 🧥 mantikli",0.6,"Pozitif"
"1974","son dakikada bağlamışsın emeğine sağlık e spor spordur",0.9,"Pozitif"
"1975","son kısımda prim yapılmadanda mesaj verilebiliyormuş demek birçok konuda örnek teşkil ediyor sağlık",0.7,"Pozitif"
"1976","destek rolünü söylemeyi unuttun 📴",-0.1,"Negatif"
"1977","ölmez📁📁📁",0.3,"Pozitif"
"1978","sonunda ağlattın",0.7,"Pozitif"
"1979","insanlar iki kere ölür ilki nefes almayı bıraktığı zaman bedeni ölür ikincisi ismini bilen son kişi öldüğünde ölür",-0.6,"Negatif"
"1980","spor yerine başka kelime bulunması lazım",0,"Nötr"
"1981","yassah",0.3,"Pozitif"
"1982","",0.3,"Pozitif"
"1983","babaaa mid sal tasiyimmm",0.3,"Pozitif"
"1984","quotburaya bilgisayar oyununu oynuyan çocuklari izlemeye",0,"Nötr"
"1985","spor insana vücuduna faydalı olmalıdır e sporsa zarardan başka birşey sağlamaz",0.7,"Pozitif"
"1986","adamın bitirişine bayılıyorum kıvamına getirip son vuruşu yapıyor resmen",-0.2,"Negatif"
"1987","değilde son sahne neydi bee",0.3,"Pozitif"
"1988","cep herkülünü",0.1,"Pozitif"
"1989","sonunda duygulandım dinlediğimde farklı dünyaya iten şarkı",0.5,"Pozitif"
"1990","espor spor degildir salax",0.3,"Pozitif"
"1991","neymiş efendim lolcu özgüvensiz olurmuş bide bizi kişinin arasında baron çalarken gör hey yavrum hey",-0.4,"Negatif"
"1992","videonda merhum şampiyon süleymanoğlunu unutmadığın teşekkür güzel mekânı cennet",0.9,"Pozitif"
"1993","yassah gardeşim yassah",0.3,"Pozitif"
"1994","saygıyla önünde egiliyorum baş tacısın 🙠🙠",0.2,"Pozitif"
"1995","guzel dokunakli gozlerimden dokulenlere engel amacli adlandiriyorum paylasimlarinizi<br>bir dersi dinlermis bos vakit gecirmedigimden emin dinliyorum",0.5,"Pozitif"
"1996","bizi kovdu len",0,"Nötr"
"1997","iste gelecegim 🔥<br>dun esl rainbow six siege bomb cup final yendik<br>takimin ismi infamous esports<br>turkiyenin suan iyi rainbow six siege oynayan takimiyiz 🔥🔥🄥🄥🄥🄥",0.3,"Pozitif"
"1998","detaysin ozcan sondaki sahne olmus",0.9,"Pozitif"
"1999","son anlarda",-0.2,"Negatif"
"2000","harikaydı",0.3,"Pozitif"
"2001","guzel ellerine saglik",0.9,"Pozitif"
"2002","",0,"Nötr"
"2003","nasıl sonunda ağzım açık kaldı",0.1,"Pozitif"
"2004","ejderha teknolojisi yapıldı keşke onu deseydin 🕪",0.1,"Pozitif"
"2005","huzur uyu <a",0.9,"Pozitif"
"2006","girdikçe bayılıyor um",0.7,"Pozitif"
"2007","gelip kilo atletim demesin hadi spor lafını kabul ettik orası tamam an kalp krizi geçirebilecek atlet sayılmasın",0.1,"Pozitif"
"2008","lol",0.3,"Pozitif"
"2009","linustheafro vardı görünce twitchi kapattım şiimdi geri dönüyorum",-0.3,"Negatif"
"2010","efsanesin",0.3,"Pozitif"
"2011","iyi çeken birini görmedim kaliteli videoların ❤️",0.9,"Pozitif"
"2012","tüyleri eden",0.3,"Pozitif"
"2013","hayatında iki kere fare almış hiçbişey bilmeyen boş iş diyor komedi şfjfprkdğ at gözlüklü cahil herifler araştırmayı geçtim izlemicek acizainiz yazık la valla acınası herifler",-0.5,"Negatif"
"2014","öncelikle güzel gongb longb",0.8,"Pozitif"
"2015","rahmetli özal verdiği şampiyonluk pozunu unutamam mekanın cennet",0.9,"Pozitif"
"2016","işlediğin konuları anlamlı şeylere bağlamanı",0.9,"Pozitif"
"2017","online oyunlar spordur farklı açılardan insanları geliştirir siz oyun oynarken sürekli kafanıza planlar getiriyorsunuz farklı stratejiler beyni geliştirmiyor kere oyunda farklı dilleri ogrenebiliyorsunuz",-0.3,"Negatif"
"2018","insan kaliteli olamaz acaba sende uzaylısın",0.2,"Pozitif"
"2019","üstat nasıl saygılar",0.2,"Pozitif"
"2020","sonunda işi",0.9,"Pozitif"
"2021","kapatacaktım az gaza gelmedım",0,"Nötr"
"2022","son çalan şarkının adı",0,"Nötr"
"2023","biliyorum izlicem sjxjsbzhsvvs",0.5,"Pozitif"
"2024","sonunu gene iyi bağlamış",0.8,"Pozitif"
"2025","ahah beğendim",0.3,"Pozitif"
"2026","yüzden league legends",0.1,"Pozitif"
"2027","saçma sapan milyonlarca saçmalığın olduğu sanal dünyada detaysın",0,"Nötr"
"2028","ağla faker",0.3,"Pozitif"
"2029","",0,"Nötr"
"2030","disslike uzaylılar",0.3,"Pozitif"
"2031","zamanki e f s n e legends",0.2,"Pozitif"
"2032","youtubeda kaliteli anlamlı yapan kanalın olduğuna karar verdim",0.6,"Pozitif"
"2033","videoda son sahnede türlerimi etme",0,"Nötr"
